Study,Property,Statistic,Value,Std,Lower 95% CI,Upper 95% CI
openff-1.0.0,Binary Enthalpy Of Mixing,R^2,0.15645596890890406,0.05003098020507933,0.07119763914135796,0.2668787739919168
openff-1.0.0,Binary Enthalpy Of Mixing,p,4.919677322931547e-10,0.00014763260447228903,4.5594858006487613e-17,4.4284329626046136e-05
openff-1.0.0,Binary Enthalpy Of Mixing,RMSE,0.6499240264902073,0.04072440152873538,0.569291455946711,0.7309719289717799
openff-1.0.0,Binary Enthalpy Of Mixing,MSE,-0.08866635802782254,0.04290664688114127,-0.17311565772843635,-0.0036622367825928275
openff-1.0.0,Binary Enthalpy Of Mixing,MUE,0.4496898517843798,0.030826871664975986,0.3921229238968455,0.513156893624154
openff-1.0.0,Binary Enthalpy Of Mixing,Tau,0.36144029170464903,0.04996149639430794,0.26011404079656725,0.45506587017921235
rho_pure_h_vap,Binary Enthalpy Of Mixing,Slope,0.525469887324075,0.0818683700270723,0.3659087574640606,0.6867446434108114
rho_pure_h_vap,Binary Enthalpy Of Mixing,Intercept,0.2871370660790984,0.056876801041608326,0.1804141428234945,0.4014437737918033
rho_pure_h_vap,Binary Enthalpy Of Mixing,R,0.5537773436410284,0.06341864593566486,0.4190277805135554,0.6663779370459268
rho_pure_h_vap,Binary Enthalpy Of Mixing,R^2,0.3066693463301136,0.06906706252116177,0.17558428084211633,0.4440595549815852
rho_pure_h_vap,Binary Enthalpy Of Mixing,p,6.953400496528846e-20,3.769615277985002e-09,8.313783591147434e-31,3.6566228323278995e-11
rho_pure_h_vap,Binary Enthalpy Of Mixing,RMSE,0.5172157237500811,0.044713038978200455,0.43761129964521805,0.6146852196798273
rho_pure_h_vap,Binary Enthalpy Of Mixing,MSE,0.020080844213389154,0.03348835318692268,-0.045653349988856805,0.08623477038721707
rho_pure_h_vap,Binary Enthalpy Of Mixing,MUE,0.36771173745772423,0.02424364961011559,0.3246923956412565,0.41847890156928863
rho_pure_h_vap,Binary Enthalpy Of Mixing,Tau,0.49004861744150713,0.04268417458027139,0.39900389823541843,0.5662868676053454
